/Volumes/T7 Shield/Brightfield_paper/Kleb_fig2C/10x/A10_03_1_Bright Field_1_,/Volumes/T7 Shield/Brightfield_paper/Kleb_fig2C/10x/A11_03_1_Bright Field_1_,/Volumes/T7 Shield/Brightfield_paper/Kleb_fig2C/10x/A12_03_1_Bright Field_1_,/Volumes/T7 Shield/Brightfield_paper/Kleb_fig2C/10x/A1_03_1_Bright Field_1_,/Volumes/T7 Shield/Brightfield_paper/Kleb_fig2C/10x/A2_03_1_Bright Field_1_,/Volumes/T7 Shield/Brightfield_paper/Kleb_fig2C/10x/A3_03_1_Bright Field_1_,/Volumes/T7 Shield/Brightfield_paper/Kleb_fig2C/10x/A4_03_1_Bright Field_1_,/Volumes/T7 Shield/Brightfield_paper/Kleb_fig2C/10x/A5_03_1_Bright Field_1_,/Volumes/T7 Shield/Brightfield_paper/Kleb_fig2C/10x/A6_03_1_Bright Field_1_,/Volumes/T7 Shield/Brightfield_paper/Kleb_fig2C/10x/A7_03_1_Bright Field_1_,/Volumes/T7 Shield/Brightfield_paper/Kleb_fig2C/10x/A8_03_1_Bright Field_1_,/Volumes/T7 Shield/Brightfield_paper/Kleb_fig2C/10x/A9_03_1_Bright Field_1_,/Volumes/T7 Shield/Brightfield_paper/Kleb_fig2C/10x/B10_03_1_Bright Field_1_,/Volumes/T7 Shield/Brightfield_paper/Kleb_fig2C/10x/B11_03_1_Bright Field_1_,/Volumes/T7 Shield/Brightfield_paper/Kleb_fig2C/10x/B12_03_1_Bright Field_1_,/Volumes/T7 Shield/Brightfield_paper/Kleb_fig2C/10x/B1_03_1_Bright Field_1_,/Volumes/T7 Shield/Brightfield_paper/Kleb_fig2C/10x/B2_03_1_Bright Field_1_,/Volumes/T7 Shield/Brightfield_paper/Kleb_fig2C/10x/B3_03_1_Bright Field_1_,/Volumes/T7 Shield/Brightfield_paper/Kleb_fig2C/10x/B4_03_1_Bright Field_1_,/Volumes/T7 Shield/Brightfield_paper/Kleb_fig2C/10x/B5_03_1_Bright Field_1_,/Volumes/T7 Shield/Brightfield_paper/Kleb_fig2C/10x/B6_03_1_Bright Field_1_,/Volumes/T7 Shield/Brightfield_paper/Kleb_fig2C/10x/B7_03_1_Bright Field_1_,/Volumes/T7 Shield/Brightfield_paper/Kleb_fig2C/10x/B8_03_1_Bright Field_1_,/Volumes/T7 Shield/Brightfield_paper/Kleb_fig2C/10x/B9_03_1_Bright Field_1_,/Volumes/T7 Shield/Brightfield_paper/Kleb_fig2C/10x/C10_03_1_Bright Field_1_,/Volumes/T7 Shield/Brightfield_paper/Kleb_fig2C/10x/C11_03_1_Bright Field_1_,/Volumes/T7 Shield/Brightfield_paper/Kleb_fig2C/10x/C12_03_1_Bright Field_1_,/Volumes/T7 Shield/Brightfield_paper/Kleb_fig2C/10x/C1_03_1_Bright Field_1_,/Volumes/T7 Shield/Brightfield_paper/Kleb_fig2C/10x/C2_03_1_Bright Field_1_,/Volumes/T7 Shield/Brightfield_paper/Kleb_fig2C/10x/C3_03_1_Bright Field_1_,/Volumes/T7 Shield/Brightfield_paper/Kleb_fig2C/10x/C4_03_1_Bright Field_1_,/Volumes/T7 Shield/Brightfield_paper/Kleb_fig2C/10x/C5_03_1_Bright Field_1_,/Volumes/T7 Shield/Brightfield_paper/Kleb_fig2C/10x/C6_03_1_Bright Field_1_,/Volumes/T7 Shield/Brightfield_paper/Kleb_fig2C/10x/C7_03_1_Bright Field_1_,/Volumes/T7 Shield/Brightfield_paper/Kleb_fig2C/10x/C8_03_1_Bright Field_1_,/Volumes/T7 Shield/Brightfield_paper/Kleb_fig2C/10x/C9_03_1_Bright Field_1_
0.04033690893927053,0.044933312220856586,0.045832939982743584,0.0001069585374278791,4.619015103866352e-5,0.00012328212772299866,0.00023151103485068974,0.00011593547566039834,0.0006438904593342367,0.023909817718086923,0.02940242908063893,0.02501255860670492,0.03088238845405845,0.06302618071205669,0.03902139101047146,6.0911789933649376e-5,8.39811483140411e-5,0.053572380105006236,8.955943884601682e-5,0.0006285318283049857,0.00028021763438558224,0.025565800941093064,0.02083255608524622,0.02194451303060139,0.03624687651877834,0.03607261418354883,0.03345884007905136,8.600958666872663e-5,9.139847440068708e-5,0.00017594608817936888,0.00018229916640139066,0.0006276599521636268,0.0020106372601548456,0.02365281970160572,0.025799734105712378,0.022441427475340957
0.04252260408604499,0.04948853196368573,0.04985855490225192,9.318509265560802e-5,3.991709783586467e-5,0.00010669893693867835,0.00020764583394258888,0.00016480176189076436,0.001097238404501152,0.030769168457904564,0.03085557630240626,0.02947642214981384,0.03407884025402099,0.06827619230618072,0.041991347870368324,7.698507669616986e-5,9.338533890760844e-5,0.05011885629114234,0.0001489667808087869,0.000834995741055519,0.0003687289179579158,0.026532164567119584,0.026528331232556622,0.0263470756115144,0.04159598456819846,0.03761099053514932,0.039016298212753604,8.523067076915442e-5,9.617975493512e-5,0.00018876200938263614,0.00028097233783172634,0.000891167122362109,0.0024972815935932154,0.030875256781672474,0.026181231928892167,0.027730019319234297
0.04744875198841667,0.05076481385466853,0.05434933529136831,8.48115622415915e-5,4.533159782264659e-5,0.00010696161870961019,0.00032955470126131575,0.00034201645631952335,0.0020307355871145723,0.032650982235201825,0.03456636458627551,0.02988513742629532,0.03719805312466993,0.06836927656311827,0.04441647547882336,7.155765027760507e-5,9.659700912126669e-5,0.04976860100844675,0.0001215607966189589,0.0011643071604242072,0.0006618916472365001,0.033964453755806895,0.02590635230036049,0.03141265095936557,0.04635211119235428,0.0425388064344173,0.03998911083810124,8.126811321214178e-5,0.00010010128061703422,0.0001885710359216506,0.000351196109905804,0.0010563691506087873,0.0028608912220301768,0.03519978934145239,0.027428602196099276,0.027686979847000668
0.045732114371096186,0.05487441213653838,0.05626052121560651,8.582803023888448e-5,4.556523131134127e-5,9.947559273424972e-5,0.00039139735607237507,0.00041863986798890823,0.0006236993303266785,0.040460015463406204,0.03943929043440461,0.03670083195969656,0.04017625383302873,0.0725222553920253,0.04625441015136461,7.273105291285624e-5,0.00010305060201798283,0.040920770240706734,0.00037832791752963893,0.0014738268464931149,0.00010342937166606627,0.028308203250237023,0.032101190493431915,0.03912505927249711,0.04610119263511899,0.04246584045565767,0.04245234897501739,8.296831181493208e-5,0.00010614910290244961,0.00017476829235519006,0.0004942220633219304,0.0013088076274198228,0.0019309769425859878,0.03371220900759387,0.032664130352254954,0.04109881011793541
0.046586674856125075,0.05353511352387146,0.060640925265661005,8.349435152223841e-5,4.056326888105253e-5,0.00010128221528164642,0.00045571148297055507,0.0003194517079822447,0.00020598459599300626,0.03862214295085278,0.03948703390648199,0.0416560043345326,0.03965450504821877,0.07609424086177582,0.04487825957808811,5.3211767486131976e-5,9.522636792422613e-5,0.03927746737447992,0.0005392966635714303,0.0020204271507879125,3.409093891768617e-5,0.03878950301434946,0.0358417696572716,0.03574987919909241,0.04751967549920522,0.04368850346917872,0.046392463781255125,6.42540471584925e-5,8.324108081062906e-5,0.00014185573442321468,0.0004222043185596504,0.001279319327147091,0.0017216271559561001,0.03395246260347332,0.032039328066594125,0.03713383933428018
0.04839740151375625,0.05785360567831947,0.0626041838270015,7.901812598188835e-5,4.168402943890582e-5,9.198282294902326e-5,0.0006954661684144157,0.0006759363012710515,0.0001299253586580488,0.04563233287952939,0.045519783746239516,0.04542108955533609,0.04110297578170693,0.07324908682099807,0.04700077297421089,6.702028498319361e-5,0.00012115775185466764,0.038861597290118136,0.0008844620079423931,0.002521770235466887,3.273651901174315e-5,0.03151215356273448,0.039747250204500144,0.03760407842665532,0.050291713514134896,0.04671291777146536,0.04671811944973168,6.786031799371508e-5,0.00010311996519001106,0.00014358135372632156,0.000704240577801728,0.0019128338968481572,0.0017928942613955178,0.03841239793588855,0.03322974169325118,0.03666552382998879
0.051870506256767875,0.05498670266540089,0.06120619426678623,7.680105694210095e-5,4.3822982115223147e-5,9.071738225223736e-5,0.00112533818171163,0.0012393730794900571,0.0001370850754258945,0.04198254014749429,0.04265226682813456,0.04050838089613363,0.04165268873184817,0.07780448051313703,0.04928454411463905,6.857615688052648e-5,0.00016220412522765306,0.03529654949307381,0.0007761166071264737,0.0018450154147062793,1.8264349976895564e-5,0.03765291512194041,0.04080570853274398,0.040053054351087136,0.04993832040596318,0.05028864257558208,0.044003361045903445,7.058529988719697e-5,0.0002003511791191963,0.00016023040936256541,0.001369417621530254,0.0011865692636739457,0.0017506455033449021,0.03581408341867989,0.036431748345330764,0.03942135293090888
0.051043281254263585,0.05623790876662003,0.06020237053348833,9.347777877112017e-5,4.3925509861092904e-5,9.172580415683702e-5,0.0013852624743104956,0.0007271658906739608,7.82073361151246e-5,0.03984928052021663,0.04846356250545488,0.04760493761715031,0.03948512090176975,0.07832986331439326,0.04877462878190016,7.035706380608928e-5,0.00020220057461613783,0.04097976943169976,0.0007278568371794099,0.0011370378480166081,6.00051437683023e-5,0.038571739515343345,0.041001776264412024,0.04425343582952664,0.049751960758097624,0.047281474645771794,0.05285680077021105,7.796617980040793e-5,0.0003896122131047923,0.00015124405741515065,0.0010351365289084072,0.000689763400282736,0.001774971934251312,0.03456262670863517,0.037167436849145176,0.04371816931792872
0.050004192838966545,0.059217559369642674,0.0628492018557793,7.92563641686995e-5,4.719474419723499e-5,8.314939367975032e-5,0.0007562028880281177,0.00018617708562055176,7.86961975590506e-5,0.04651565214918479,0.050173833555449604,0.04481728502880876,0.0418639171714118,0.07692656620275096,0.04698083722480802,6.57834541190473e-5,0.00025534841012703034,0.030888577371704046,0.00033025885498603303,0.000841436883405841,2.1055263881334695e-5,0.03816984191618971,0.041445016706524125,0.040454766767492656,0.054442952003415604,0.04748305818221082,0.04977550773246069,6.809866962773228e-5,0.0007130522826878531,0.00013927043836695874,0.0004340475946703495,0.0007470616372036117,0.001876405839224391,0.03985725540595271,0.03600654991648463,0.0425378318835936
0.04963347403691809,0.05894939045206324,0.0641212150218598,7.800551465418679e-5,4.273962598317955e-5,8.50146435167609e-5,0.00029102041921484086,0.0001359137923563194,0.00011195025217112068,0.04323376539263846,0.04821057847229982,0.04699210788570456,0.04279009654659196,0.07925983774535064,0.04379187742213692,6.630287474827455e-5,0.00035545537882274554,0.01970154865761917,0.00014147972893517274,0.0007387270328653606,5.054402660289487e-5,0.04123671425752669,0.039577537272049435,0.038342854675667344,0.05349769898359453,0.046436415771374515,0.04960925277907123,6.257188756705049e-5,0.0013910508150953456,0.00013181830349456703,0.0001862389177589941,0.0005743951786974977,0.0018692605082457178,0.04168138659680205,0.03364632627383323,0.03776068125181699
0.04815125898749551,0.055643273299696504,0.06337784599518849,8.153365234152746e-5,3.919996456893791e-5,7.04408825378667e-5,0.00027274686380098997,0.000111361088364768,0.00010081758633885465,0.043453424582321584,0.045696614154104316,0.04322068101470499,0.043771892002846195,0.08035227738527029,0.03952207014802432,6.585415032517604e-5,0.0004446154770871316,0.01177745357563994,0.0002358302990827766,0.0006864610937656338,3.029447583931344e-5,0.03778797697695072,0.042673419273405136,0.03915297360170468,0.05335921803596558,0.04821979101368794,0.042148076566237605,5.5303940725297386e-5,0.002955520335889011,0.00015368229142867328,0.0002164459065418703,0.0005093772816860615,0.001791378344381044,0.038547013040892544,0.03818660066111852,0.04339716622420775
0.04704434696768759,0.05649930552664672,0.06452892751699384,7.625105410266343e-5,3.9559117822284974e-5,7.255185382527322e-5,0.0002285953502508115,0.0001760460774917307,0.00014195054054527587,0.04597784927631055,0.045431814624852226,0.04250766970640773,0.04230538519735577,0.07708459295841366,0.040802462041723886,4.980863288536237e-5,0.0005560995204756175,0.005907044625125202,4.903159119572669e-5,0.0006418020730202397,4.1281439578780114e-5,0.04227888828532347,0.038935897221077036,0.045082939787788816,0.052381827780149666,0.04865734933631983,0.04658955265758255,5.778163973346583e-5,0.0054039126152207045,0.0001405904759478256,0.00014759977320385727,0.0004777444133791318,0.0018489491444077413,0.037370797022277844,0.033028018445745114,0.04116207765099446
0.05195880573162849,0.05993664855057112,0.06315618889575801,6.0081473639364955e-5,3.245696478109679e-5,5.479528519047306e-5,0.00016298320808568018,0.00023727751020883738,8.564327217229609e-5,0.04628117212029832,0.04563459592103317,0.045432895366925595,0.04178839602435863,0.0783605186368729,0.04004899006019205,4.2061160490666996e-5,0.00080748182612311,0.002922015822652781,0.00021189463910065165,0.0007366694951009817,1.3556590245976443e-5,0.039292256117138664,0.041783996109707934,0.04329041843806469,0.05154348578955615,0.047667806140372644,0.04973359150612729,3.969439300817228e-5,0.007238662266825037,0.00010913971505156145,6.54454138090931e-5,0.000527611665134042,0.0017662366411046058,0.03327322727205526,0.03262741650857201,0.03935105201947278
0.04743975702485663,0.059069252502676826,0.06826539986691495,5.799280393052059e-5,2.887074287704752e-5,5.1954001751128665e-5,0.00022205455798396482,0.00011011875489807713,4.1489242428229986e-5,0.04593155932218448,0.04574197974994975,0.04789699925669615,0.042841164530080925,0.07830113715949928,0.03700819349044081,4.416644229177404e-5,0.0010909533963593895,0.0006398200908397252,3.980000280554324e-5,0.0005734755500715703,1.1113131520581369e-5,0.04191783379890404,0.043404930685976055,0.045200867571017066,0.054048853896945144,0.04545562773336875,0.051872129318587507,3.49996912660974e-5,0.011313460132253038,9.60974482637214e-5,7.659279937822833e-5,0.00045550201217649987,0.001816968367335602,0.03688717676479456,0.03807643316974701,0.04109986432569551
0.04935784238600289,0.05952550595347183,0.06370117579554513,5.7025662878254664e-5,2.4804153203951046e-5,4.925979208645139e-5,0.0003175790619887218,8.381309804950488e-5,3.7761638275191686e-5,0.03922049674158028,0.047257649264216654,0.04561657789861995,0.04814331159921652,0.08537819484821843,0.04415893704941559,4.714767662794357e-5,0.0017445571110900758,0.004409052314035038,5.208337966254518e-5,0.0005590216427996932,3.358383771403415e-5,0.04026436843543437,0.0472547931567749,0.04232691350188715,0.04951950946039101,0.050334999167220375,0.05248476361997314,3.648512044277762e-5,0.01602650794083003,9.663771426363416e-5,3.952522605095712e-5,0.0005271779645020416,0.0018275984620166924,0.03722418263936,0.039252041076239357,0.047080651714389264
0.05836308363656619,0.05859511878451021,0.05996026382600111,5.5499801656052343e-5,3.256780447098823e-5,6.067492983792253e-5,0.0002065253895582642,9.128092979748019e-5,4.030117636478035e-5,0.03883066951605494,0.04537844208490498,0.04518223488730931,0.04677643859088252,0.07740299239291001,0.04288485616810423,4.445928068074874e-5,0.0028108035416127748,3.1301240366157814e-6,7.48434010197096e-5,0.0005327555848699257,7.411337057554518e-6,0.038135254450451954,0.03417543277921584,0.04227219192880931,0.051503467119759214,0.04687145382871317,0.055140224335325436,3.3046178993139865e-5,0.019494390933856395,7.995504993551924e-5,8.391121870203489e-5,0.0010637657887522006,0.009406022398382227,0.0361703713859902,0.03750731429266891,0.03770191554978341
0.06009602986393674,0.06046549662953655,0.06139161384649611,6.419842894253265e-5,2.8688561421716984e-5,0.00013258633364134092,0.0002391211421349064,6.36201987232721e-5,5.740563019800626e-5,0.04694382860979243,0.045140897020450786,0.05052621311187539,0.04507856285189587,0.0793157665707852,0.04284353583009187,3.7576907743834134e-5,0.004061597079323558,0.0,3.8742977318866355e-5,0.0005461331772483198,4.197787069323273e-5,0.04390367590884929,0.03720244736256173,0.03993678832093941,0.05206242018059623,0.0499919416710674,0.0541379692771318,3.3245683642705364e-5,0.018589790474218125,6.52378515858632e-5,8.004892691432283e-5,0.0011854952560621582,0.009431595589668369,0.03718139981844417,0.04809798400844754,0.038309160173247925
0.06010266987573405,0.06162895616294258,0.061020382859462416,5.382853875994653e-5,2.88485783842318e-5,0.0019581625777129706,0.00019733571754102365,6.312340655974336e-5,5.5294149101794445e-5,0.045104324727471445,0.04434997112559232,0.04002203880721515,0.043976468313281426,0.08064916627591859,0.04371115239750109,3.883979642634863e-5,0.00599585363668802,0.0,2.8532230669766248e-5,0.00053415936648104,1.7717895613606478e-5,0.043208816582632294,0.040620921917585456,0.04591370597244341,0.051042276803290765,0.05147552584676855,0.053974452997004,3.132877035489645e-5,0.020446284541009954,5.736806907019957e-5,7.199291673592813e-5,0.0010874390960463691,0.009393657518800112,0.03711510231982966,0.04305200827380246,0.04107871109527008
0.06550263388750792,0.0641655076875889,0.06391147886837402,5.607874335808519e-5,2.4999292774762867e-5,0.007236881056097025,0.00020230017234906138,8.329286052326724e-5,0.00010048579938814522,0.04409422358282431,0.04578655444468894,0.04879810440599778,0.05066600054926694,0.08209147498939252,0.047821020860189495,3.9814753507301986e-5,0.008449082085489525,0.0,4.954757967301147e-5,0.000505808633490582,5.299600162092297e-6,0.04206415275292753,0.03469045125359023,0.0402630712267953,0.05403204221969546,0.05253793312049103,0.05166828630757616,3.98390851668923e-5,0.024101940196490115,6.910309569930881e-5,7.598844524563994e-5,0.0011419400508422448,0.00938056070849872,0.035065670428807,0.03722487251304808,0.04243613170991246
0.06046334238817002,0.06344651146285653,0.062231610357779986,5.0757907322999606e-5,2.2167910827253853e-5,0.01463386372237143,0.0001941867152608519,0.00013697530201892827,0.00016835872604769862,0.04405918841922146,0.04863962945579821,0.04297382287822744,0.04781567675219237,0.0824886334269781,0.052054028752938866,3.724115341761229e-5,0.01300138931800864,0.0,4.667270104670611e-5,0.0005816897954666953,2.1793146737941137e-5,0.04686458457566253,0.04390866347776225,0.04375621650663343,0.057818982121512735,0.05140181022340769,0.05740203198907908,3.438119672007729e-5,0.027400031923613847,6.331821770215336e-5,4.432804481270486e-5,0.0010038724363408426,0.009475683770331646,0.04191375212189455,0.03792123643831681,0.044064206569134116
0.06230088685297798,0.06258840387642119,0.06314355935865595,4.6952981270109914e-5,1.844700301565097e-5,0.023713377930762763,0.0002447385348829204,7.353839011244637e-5,0.00019821545864012537,0.04546176379993793,0.04515379744659095,0.053831599563175396,0.05525067734181784,0.0841263367249777,0.049571038809138185,3.7548309800625034e-5,0.017843984146022143,0.0,0.00020331940428888303,0.0004944529903149632,2.6696597863751883e-5,0.03938363673665949,0.03702685473946656,0.045169837209122876,0.05409644625050072,0.05245747026921989,0.056496093829334314,3.388926840859746e-5,0.027734248755447295,6.024379014132137e-5,0.0001064682694313507,0.0010397294337535774,0.009796535729515426,0.03663953009585897,0.03778256301013062,0.04204490198253212
